505.43481983535037,189.80465411983994,6812.517195772555
680.0709020445155,717.1689298667688,4248.683515219675
232.1735162638863,263.0370530266721,359.05137417052026,58.63402257355585,317.494083967909,323.68470069005457
52.91465819670225,164.84635529546313,81.38441507882953,76.99825733241954,291.77769143796854,258.3833074111169
145.60358294029461,107.0712697538991,184.56815056499477,46.288526363308165,137.20338137495185,162.10859254599455,200.0
16.017565208663918,147.4854543628167,107.49926155408421,67.21927391495971,1.526999135102269,60.62043544296234,93.33549775483442
7.454759396451728,36.148967223573585,200.0,179.19102916045773,32.156202779497164,107.76610409287755,51.86286205958349
99.49592733882865,124.744048597944,28.12284779304607,34.04974807081486,97.18307304306263,138.4851761105511,138.08572137621354
93.73575548943161,159.1254003747308,81.85773033668701,83.63206328569726,200.0,145.0484449867299,28.035804746399748
50.51716173363887,149.86945822878593,138.27840387295797,111.79556153131774,167.79039659501458,93.9366673119663,177.17922015015188
155.2105800285644,108.7860934937429,200.0,79.01440006154294,195.3425087422231,200.0,89.6379972395884
87.18111846313896,31.5797360802068,163.35447345491536,145.53884545798954,17.270397368629382,190.43032037463047,54.77606351569945
157.48683165266863,200.0,190.89972861305708,171.61714761647607,159.5401840718715,133.5897370222643,51.2579275363494
183.62932390852558,77.36039091857123,108.94063271472456,150.95464638222265,97.43556391379579,13.32633860396176,21.902836660100643
196.77279187866617,88.04910281941184,99.4732850668013,200.0,153.8478164109679,158.98593285516395,1.0032661479761327
44.50452962094395,125.02254131491203,97.76093648525573,66.50128777388414,186.93191836810934,12.842347478171583,25.80734919868962
200.0,135.63752522071715,64.46508025804278,86.36877781529478,15.676952022055978,2.7914027487145816,200.0
53.75500077514015,90.53266751117727,200.0,87.83389258888651,122.41879586262986,159.80056065211244,90.26378256742215
195.40186029256216,200.0,67.93847548422451,52.58915192783949,175.55088928369034,47.11498689305556,94.86750249337166
133.47072873990436,199.67015828659652,183.3818854190931,200.0,46.20310487960843,29.832118557017477,200.0
70.89202069447921,96.71040831236915,46.057233727803236,116.14578099620289,11.295983462640617,75.16959204820571,92.41770106686928
27.75018188402063,196.05378554921927,91.41612791660087,156.4315988705913,112.99361243651332,22.98700681555428,180.04994445844326
149.6974057815072,41.622635449895796,88.2393497339786,169.13418318663363,145.70316545376033,166.93753285388078,108.297309312316
12.645894139016617,113.52355371036863,4.1501166613609115,144.6209896282767,200.0,125.3873445810261,200.0
41.416955124176646,43.863652708722825,59.72974747034813,115.4918488712014,96.10245989684577,20.170294816171,41.94851373702814
200.0,200.0,167.68497855276973,160.97469623877058,200.0,20.028170313893504,118.75409618219146
151.4455995366631,30.69928898649314,92.8760947988803,153.68672274553472,86.47877404326006,185.80041382118281,77.00572181533039
99.53210338137127,19.243264712224594,7.088288433853089,78.24551493500168,199.84335170060848,42.41877883177371,55.46176887186478
200.0,5.296810949039056,39.65946903379174,88.96293607486477,136.14505074314974,2.9515439401909376,70.21191864632692
97.043144921389,147.3745069404019,200.0,75.81885606461904,200.0,13.943731610968555,189.22761390099026
24.638492162387656,23.801026071324134,4.489917637040051,110.77118602927042,1.5466776358859775,200.0,106.27250007479552
49.319040632395485,30.83502920303247,100.77860689614012,14.564095877235467,200.0,58.32515118166884,134.29244079591965
200.0,62.10281006018358,151.28951182080974,42.22733769727685,171.65629728446137,136.5502783888168,6.183504853984079
88.00461526167602,50.45513180130719,166.6473894287019,61.28144985277916,200.0,67.51427059684619,74.54179543489818
148.83132822219682,23.081512009320786,50.32327015752019,60.28342937966396,1.3055533614471315,97.65936147467485,58.011029160064126
54.33632955583459,75.61522805131605,38.09959393214425,119.2205980233543,136.5588214163441,123.8383281427196,76.27155463995362
78.115916341108,149.25133341192864,109.27002055369178,179.88928457454682,150.00195958841798,171.92140187632896,190.37606541597174
127.24456963116856,33.71904551961758,123.75085636423218,155.49770947028307,176.39666242656403,122.47202329406156,151.10066910959893
164.03763162754575,117.13867405293135,200.0,27.149550145806565,187.1013820794645,200.0,37.40786758979451
35.389841254724175,122.36343271558158,59.60684832926958,193.87964312882644,41.10386170060614,48.386558626341966,25.609125961349676
184.36168053801072,14.529141648542392,24.483597302666922,109.2633849872291,155.5845948637468,133.83784351823553,72.49896665995854
162.69663146358704,106.72983044292005,96.57935514241645,19.96040838672785,200.0,64.00839753771702,81.74921729639009
157.46105985321915,75.48258353377322,122.45891645489489,164.48126900550062,104.29094512674695,160.9937292514412,107.70266038560386
99.6146990971155,89.98611411634242,66.90881156318515,119.27764695494197,80.52627532466104,91.36486112407789,196.43960004781943
200.0,16.568637818498182,145.95679030332929,188.48364287043452,200.0,68.17107027320552,157.56110269692687
140.66802122929337,179.5922592972857,29.4647921120161,170.07269347593223,200.0,134.59749223954492,182.70554358699363
3.447617064083061,44.43320964496108,200.0,170.50124462859839,188.6488538059749,55.753800728236946,2.486960967764219
52.69630655587023,193.40916007037538,33.033098767985656,65.13553287225972,118.7632604121014,88.81201463340092,31.23599854990644
108.10121696996013,73.58224512154075,128.76175656555478,49.199009785383886,84.3698652748677,23.675803843379924,1.7974986903844496
18.425468479457532,47.638026895943995,109.18671772896428,200.0,196.46325186865542,42.09561405198837,47.85512122753195
96.74220378918967,78.6341437092492,106.5012733627235,200.0,191.51583874323703,158.69129575339022,196.82116715602635
115.50613095311859,46.106134082443354,49.2078601642335,198.46778428706344,154.3562614871412,54.52138393981488,94.27402395865667
47.24660553974477,12.404219236633043,200.0,194.7446654362145,128.37926894381508,200.0,191.7476480517373
35.075010764902885,197.81539518432928,190.80265206580873,100.99073269872892,200.0,103.58114450039008,127.54747270639032
73.98394594368499,80.59689763698672,142.27237146974255,111.7512742881748,163.33025336355723,179.0191789421705,84.79917441429339
189.4955916587437,90.99060159354872,0.5384381353945216,139.52792006090758,173.1364339885315,143.85918112611208,200.0
169.09035213736186,76.24479690466121,143.33242431276798,87.43100541535405,71.83293483321896,178.1610990524427,91.22068329495391
200.0,199.3919701901806,192.93430451108088,150.99653439803913,136.07765251157957,46.59820575573167,200.0
63.13359383701361,200.0,77.35269953512163,27.066491272531973,15.924338679815499,200.0,28.832970014835293
102.13480636689349,133.59876176185935,171.4279376535083,184.46398327528837,89.70640332481646,118.815200703373,2.4389996618212058
79.44575713922512,117.24342118193316,8.33490825694902,72.68318296546008,196.35776864754578,199.05311450282346,169.678068817989
85.08939123209299,200.0,95.33730085151196,48.53404582016747,142.38372733509567,94.70370151735264,147.73703201066746
87.90251121697733,200.0,195.5369838709595,53.97015557795714,131.22623178579752,74.93834682688222,153.08194694770734
14.881040565090528,70.55780825316128,117.51365233533924,36.45835994863744,200.0,30.732045131735582,10.347938537318113
83.78920955512606,69.16591682907547,106.53125627745109,108.3671270533477,124.24967688989989,51.85408316762494,12.811881178536744
