1191.3626582797824,9902.146483616005,4667.969353523262
2770.842093786753,1054.2902652165326,595.2728958513583
182.60366922665344,314.90543601724767,145.37350076674994,24.39597157374027,125.8702558335093,256.90277144036804
208.89828627985685,60.14712074939979,15.153887939281447,258.83077701145294,54.849353869175445,241.4974912950198
63.28189909322354,173.85111391742976,23.590671961479085,200.0,200.0,84.56227209728902,17.995115457925422
198.66543002300165,29.66737729954447,130.53590144397788,130.30585076051975,71.27272826146172,159.81556067021668,31.390230819801975
166.04775665128568,120.36887728176865,164.71453992924393,26.155441481146237,131.29835010242945,200.0,191.70509044015475
200.0,151.13028525399108,200.0,124.98614156947737,7.560144841598481,69.50840371656604,88.40757867368947
80.61285645032157,52.3625763107185,46.7640058794385,86.69091493482392,171.52154755089276,177.5187671066116,146.59614497764085
140.81292645298907,195.21346598760726,90.0525542242851,40.949986121581205,12.670760585826333,172.99727318031464,8.135704818091165
160.3135597205636,90.07798495825253,120.47997612066648,196.93581951115044,200.0,30.045674319129205,120.46256126702744
127.2065084931682,167.97531442660676,200.0,127.40790889524982,176.05877317637157,173.67478516314358,37.10173832871453
41.89612192254549,126.43089932351829,89.0773933326637,60.472563914598354,157.28862524648568,87.4702152576778,113.38722912510144
18.667741767007005,67.42702018566045,84.04514930304474,200.0,115.45870176608712,162.2813617437864,194.3602019849129
106.26923991726244,33.45196718886318,33.32984480544073,162.0347837866475,126.22764820397781,194.6010725310823,197.13819542279265
145.6420701610943,118.09508592012199,157.2796042303352,1.9879556902688513,134.06631031142268,87.47528723851666,194.26037601531746
26.31526592827892,85.78175688119508,3.109029825682896,110.90949733545384,108.94918305620823,43.08127431089011,113.99115161263514
176.63437340332658,30.8938811242594,115.44531279712416,32.953081404164216,125.23853168596261,96.97484255682767,168.43091222707932
139.3010751371468,199.82307219983872,191.5354333963512,90.08191067431622,3.5691830183130993,177.07470205364837,35.139351920795164
62.85650727471074,8.398154972956135,46.60267686861267,200.0,179.95863822230547,165.45453803708787,182.857585301721
69.7963127017868,81.76004977090734,87.90256202098574,153.97978775370737,200.0,68.98299767424768,150.20141067030494
53.397546195128434,64.31866270857338,41.37505793789634,106.10306402075486,197.95064977696015,159.44184589707135,129.8378409015163
96.77048591340679,23.67368696580227,93.06243379109102,89.49843241508204,29.701658477202077,128.463795977572,122.62132512905117
23.58311764178341,89.1441138340376,92.98018639480213,162.10591024832564,171.81636695058427,3.2446803108446147,193.5918120277717
89.2036467316037,51.00319142560929,9.620461735605712,200.0,119.09308988616816,90.32173799180822,166.0482495608725
