2652.1795831878226,8938.957420103881,539.0873264846407
4221.346555237624,570.6576820157667,2317.1962579651577
299.50734065878225,247.2515395606756,140.2292703070845,61.021950016016945,154.76903633127344,203.83010461898493
256.7367631528027,122.82393585933863,136.9572633721623,120.79266260752826,48.94916924901116,346.38546907951115
124.24799610974284,59.859898835894285,56.1305885053025,195.95827277754887,200.0,31.00303821778283,200.0
110.32817634619818,16.587291232747287,13.609077834611014,117.19045609526489,148.5561389557047,200.0,166.59240043084426
200.0,65.90622367983354,4.218613933582889,5.87449299093074,105.29527660511393,200.0,131.90285060968355
172.8318179067915,139.27086228366426,135.26527375429117,76.35985793550617,15.594262463644874,67.37083198105664,89.52145301070072
163.17266248879358,19.689194742408926,63.95688822568154,52.761684920733984,142.01108241386632,200.0,135.2842783983152
17.738363711100526,131.31036818890001,198.4986881164646,96.93941564275377,23.19752854319374,87.44380338020692,134.56384654948727
112.20178481999173,200.0,5.555795759474181,21.29678745796833,155.77890515221787,194.88495739151566,200.0
143.67235297468912,148.86529312803665,179.35017666061583,95.4508358935679,166.99184380732538,138.7586779619154,129.5075035866278
28.646539094816184,123.90780473238725,130.5291631954812,200.0,99.65287307372743,117.49864245428456,162.934862069048
200.0,187.89915486572102,176.13389224748607,143.85777044420874,200.0,37.76270555437774,200.0
95.96894354596927,1.768736607549549,173.87042180152758,88.76004604222906,186.60445676809445,8.11053711407827,200.0
47.804721801750844,74.86699962473,74.26447493085956,131.69914127882151,87.95407937575989,124.18941367683678,48.256692950463176
100.26774990166324,40.80681160396415,200.0,200.0,140.3831633506657,191.65570796766445,200.0
13.461103404661756,40.612504420670845,200.0,73.12633972390212,25.37319910512057,80.05967475925695,160.67986323640963
14.78244087874566,15.648987560363096,200.0,181.25527918649402,200.0,200.0,97.61321185237756
200.0,187.8640187046865,128.4943070392029,89.59404149614103,40.636686489996286,101.42981165001859,135.00847993608264
200.0,30.7936309947359,15.537333244285456,200.0,30.937437136031782,63.219706823024225,55.36084398021809
165.6559789017656,196.6534750362324,72.23267084056286,60.38023173206685,42.14314576760039,200.0,190.4219058341322
143.88180293462776,200.0,143.45143483627018,127.87587362363183,83.21779761771771,66.0133647219498,63.95771167685378
162.0871319219474,18.512157702131802,27.656391129242067,104.3758999249259,11.565981887857049,110.84089026163409,70.12253803596013
150.02696409104692,25.533875623301082,69.151919257993,200.0,200.0,64.71735901426852,13.219637178365254
49.8840469430608,10.23289919185082,20.6363742904461,41.40324445569067,22.341532257003703,148.07705609498072,200.0
37.36433991643981,200.0,175.44894626325453,37.36233061214003,50.59242034617408,114.09357083811028,42.46361775473643
134.50374467203102,32.515085519855916,136.06353510395553,185.06334981921847,66.36626338493267,34.0299961389932,32.60714895474621
133.2531589502941,63.68627810509599,145.24285929769013,108.61002740598862,87.57359276765223,137.59179743570226,200.0
200.0,7.739547138099903,177.85988027490282,200.0,200.0,200.0,115.14298708547435
138.42393171075364,185.4065468852715,200.0,80.50243663679888,186.89509002049226,200.0,116.31891686679336
142.1365808205264,200.0,20.212160017093133,155.2299997649966,200.0,130.34258194630618,200.0
111.67615731206371,43.39143972956633,8.045492186046864,152.51247486312042,23.780513581373143,148.29251463462356,200.0
52.523890770095626,175.6994376698512,127.36816735744351,200.0,39.67219477102202,200.0,200.0
51.931168666523504,60.63514438965178,200.0,74.60536604855702,7.343900367728549,72.7599309629578,22.706342581970198
35.476467487676416,162.8604492831537,63.39594895166672,111.59820997978221,142.255962715218,185.69114688156898,48.64661038434587
79.07404579332402,81.18281406799295,200.0,63.33400077859227,119.08886754377002,88.59658289389951,57.62141420870212
184.07227504864133,84.68341962093186,155.50021453528228,57.611689444442234,162.2610435957453,56.77185078414876,37.633091309406694
113.36366160011929,200.0,200.0,66.82484683924878,80.81252761894089,198.53848709917014,100.76660830746054
66.478871743902,32.29333773388588,86.7551241007371,111.02290211745196,102.1020429040241,48.45751303787769,200.0
57.27272334814727,163.89865497544847,127.02364767274423,145.7332697471314,82.04889404410412,45.545435268477135,159.89249976055447
200.0,110.5218826149806,115.94902701056029,45.82715116893924,59.30268559904973,71.16618269498862,76.82596076133107
53.59240421163129,34.82113431892999,144.60102217923836,28.330230291215294,78.67463573979614,30.324955767212593,48.17057178531027
69.85155837000386,179.04751141191704,55.2214555300718,25.311385142162763,29.945087016732867,200.0,29.12592480487365
200.0,6.204811290870559,26.03369522557275,26.078090266687457,69.60219070020585,135.79719969287387,154.2010316207555
59.76726386279738,9.76523555795302,136.37558286163147,96.78950798943141,35.94653283528577,54.97251459122537,134.51265112010623
89.10813747204766,200.0,58.613376189489,24.51172432964693,200.0,122.41931518715552,200.0
200.0,75.28568208863419,179.02839652504747,31.98626806937009,151.58814530391243,158.13448638674953,147.50669728848513
42.485982166670624,39.11515223650948,41.12364833297086,96.23998226922492,165.687795065095,67.94511231791483,9.991113684202833
145.3241629980771,200.0,200.0,200.0,143.08420219719562,200.0,6.767374284518052
149.0910926152721,158.37195783503932,118.09644523871678,52.597502678751354,105.95771514812648,180.57656136019335,100.3935611062108
200.0,200.0,7.401740622370841,109.92012781434678,28.7637285827617,200.0,200.0
163.83052969391343,200.0,112.46710957166701,161.91777112777498,200.0,44.97104087924201,9.620146238840176
200.0,36.83219819528706,200.0,175.47646697943327,9.731677445461095,142.8697981788626,200.0
200.0,80.90043571137896,4.2931379891365715,68.99036725372153,200.0,200.0,75.74672568012163
39.0849983710732,15.71661577476334,76.87375834341752,61.22418745373815,25.29342795587296,104.23523520583021,86.99608063812548
200.0,18.61597545050276,128.64055216094118,50.47822632685734,200.0,48.01017835610224,82.95374667822827
13.95175699082722,106.1683753473378,105.57285990823314,200.0,200.0,200.0,16.56537215473631
143.2418445986081,84.6627729764421,56.38634927556533,32.4407162630242,153.02020557324485,27.804787767918928,113.27201838031024
200.0,100.76124118722115,34.922066829874154,94.29753306206311,109.0986716048092,160.152546327886,73.1843687145049
125.35282791455744,121.47427451580538,133.26134716679718,200.0,175.00479393508263,120.66771500290075,135.8316246633544
117.80454117791882,74.39484852380137,200.0,101.58477522804327,11.696668583778145,200.0,89.55687117652866
21.45346298159049,200.0,200.0,49.67494361206298,200.0,156.43981324794598,200.0
4.602091621132995,122.07354443734596,187.93355356883515,140.45381769476984,105.56551354580051,53.694111614924566,28.151737146008898
91.10011510633628,200.0,142.32612422681555,54.81521201371618,79.55074782269885,143.1313600032413,88.77987363167743
46.51003590926703,120.910904998869,158.3774764462653,137.13932663049678,200.0,57.325567726262406,169.093185879146
34.094453883717755,80.19103401624973,200.0,170.37198383883168,200.0,167.483242329662,200.0
200.0,153.8903795566922,154.91354931472932,2.6029266170475154,91.09778743559747,119.09726158280091,117.71535000763846
16.347253337149823,200.0,127.7463540383477,95.47985092309116,200.0,55.53545566401871,156.19237419683586
200.0,139.92649351439303,70.60269231525871,200.0,110.68008150195966,87.1175620466871,200.0
85.51725458006786,133.80890747972103,130.95722263410275,122.59646917908967,200.0,93.78437172078246,90.44152221971645
94.13679990191497,200.0,157.02821505315958,8.814079357102777,171.4842733481207,49.78137289367021,200.0
85.06433094592016,46.552692629759505,144.59230922536983,112.67536318958398,49.152406638988644,200.0,200.0
112.38330999825513,200.0,10.542264381587152,178.118891327852,200.0,13.442109440436397,64.3107870745699
90.6809958341897,62.854538837596905,200.0,146.79198714809036,154.45873782848926,195.62189508812264,138.26765860130666
117.53629957378989,22.121817094728186,169.22988394787893,38.25860457438699,29.833211812801558,40.172541860806405,200.0
153.17934092316915,196.72545486293677,200.0,200.0,31.544238518889763,24.97914741112434,127.34489569338581
164.58293949072464,16.325190252786868,200.0,200.0,105.53113697165456,170.9054256858899,112.96485637845079
11.786089932605442,179.88697755082597,162.72925490737902,111.9976814211642,123.84978379232174,104.67520882270283,162.48170062429588
200.0,84.07223040099602,0.4589414412128434,150.12653153920417,68.09335114333706,150.3988193562546,145.57052699224437
200.0,162.4829935623434,41.92186253814531,106.20334831107667,57.00224231728087,200.0,57.72286064464892
141.89470566890458,27.044665521585657,111.73570340118118,119.90020455414994,200.0,99.61218131182895,200.0
